manufacturer,model,year,mileage,engine,transmission,drivetrain,fuel_type,mpg,exterior_color,interior_color,accidents_or_damage,one_owner,personal_use_only,seller_name,seller_rating,driver_rating,driver_reviews_num,price_drop,price
Mercedes-Benz,GLC 300 Base 4MATIC,2017,112625.0,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,All-wheel Drive,Gasoline,21-28,White,Tan,1.0,1.0,1.0,Driven Pre-Owned,,4.6,66.0,,21900.0
Land Rover,Range Rover 5.0L V8 Supercharged,2019,38393.0,V8,Automatic,Four-wheel Drive,Gasoline,16-21,Corris Grey,Ebony,0.0,1.0,1.0,Land Rover Richfield,4.2,4.5,16.0,1000.0,71998.0
Buick,Encore GX Essence,2020,23792.0,Turbocharged 1.3/,Automatic,All-wheel Drive,Gasoline,26-29,Ebony Twilight Metallic,Ebony With Ebony Interior Accents,0.0,1.0,1.0,Honda of Freehold,4.7,4.6,64.0,,24522.0
Subaru,Outback 2.5i,2017,111013.0,2.5L H4 16V MPFI DOHC,Automatic CVT,All-wheel Drive,Gasoline,25-32,Crystal Black Silica,Black,0.0,1.0,1.0,Rock Honda,3.7,4.8,368.0,,18995.0
Kia,Niro Plug-In Hybrid EX Premium,2019,29279.0,1.6L I4 16V GDI DOHC Hybrid,6-Speed Automatic with Auto-Shift,Front-wheel Drive,Hybrid,,Platinum Graphite,Light Gray,1.0,1.0,1.0,Armstrong VW,1.4,4.8,18.0,,27990.0
Nissan,Murano Platinum,2021,16216.0,3.5L V6 24V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,20-28,Magnetic Black,Graphite,0.0,1.0,1.0,Don Davis Nissan,4.5,4.8,21.0,,39999.0
Subaru,Forester Sport,2020,21014.0,2.5L H4 16V GDI DOHC,Automatic CVT,All-wheel Drive,Gasoline,26-33,Ice Silver Metallic,Gray,1.0,1.0,1.0,Rock Honda,3.7,4.8,224.0,,34995.0
Chevrolet,Camaro 1LT,2018,47054.0,3.6L V6 GDI DOHC,8-Speed Automatic,Rear-wheel Drive,Gasoline,22-31,Red,Black,1.0,0.0,0.0,CarMax Fort Bend - Offering Express Pickup and Home Delivery,,4.8,171.0,,27998.0
Honda,Accord LX-P,2012,95026.0,2.4L I4 16V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline,23-34,White,,1.0,1.0,1.0,Dave White Auto Credit,1.8,4.5,249.0,,12925.0
Nissan,NV Passenger NV3500 HD SL V8,2016,55715.0,5.6L V8 32V MPFI DOHC,5-Speed Automatic,Rear-wheel Drive,Gasoline,,Black,Beige,0.0,1.0,1.0,DeMaagd GMC Nissan,2.8,3.9,11.0,,38995.0
Chevrolet,Trax,2020,9910.0,,,,,,Black,,0.0,1.0,1.0,Spitzer Chevrolet of Amherst,4.8,4.5,105.0,,21895.0
Volkswagen,Passat 2.5 SE,2013,121889.0,2.5L I5 20V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,22-31,Black,Titan Black,1.0,0.0,0.0,Dahl Ford of Onalaska,4.8,4.4,185.0,1000.0,10000.0
Jeep,Wrangler Sport,2017,47312.0,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Four-wheel Drive,Gasoline,17-21,Billet Silver Metallic Clearcoat,Black,0.0,0.0,0.0,i.g. Burton Chevrolet of Milford,4.4,4.7,114.0,200.0,27997.0
Volkswagen,CC Sport,2011,120829.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic with Auto-Shift,Front-wheel Drive,Gasoline,22-31,Black,Cornsilk Beige / Black,1.0,0.0,0.0,Fuelin Fine Auto Sales Inc.,2.2,4.4,37.0,500.0,6495.0
RAM,ProMaster 2500 High Roof,2021,55984.0,3.6L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,,Bright White Clearcoat,Black,0.0,1.0,0.0,Ken Ganley Chrysler Dodge Jeep Ram London,4.7,,0.0,,41654.0
BMW,328 i,2011,124400.0,3.0L,"Automatic, 6-Spd w/Overdrive & Steptronic",Rear-wheel Drive,Gasoline,18-28,Black,Brown,1.0,0.0,0.0,MaxxVin LLC,,4.5,229.0,,7995.0
Audi,A4 40 Premium,2022,11251.0,I4,Automatic,All-wheel Drive,Gasoline,26-34,Mythos Black Metallic,Atlas Beige,0.0,1.0,0.0,Audi Sugar Land,3.8,4.9,1.0,,33771.0
Audi,Q5 2.0T Tech Premium,2018,35028.0,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,All-wheel Drive,Gasoline,23-27,Azores Green Metallic,Atlas Beige / Gray,,,,CarMax Santa Rosa - Offering Express Pickup and Home Delivery,,4.7,181.0,1000.0,30998.0
Lincoln,MKC Reserve,2019,38601.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,All-wheel Drive,Gasoline,19-25,Black,Ebony,0.0,1.0,1.0,Star Lincoln,4.7,4.7,73.0,390.0,27786.0
Ford,Transit-250 T-250 130 LOW RF 9070 GVWR,2020,60015.0,3.5L V6 24V PDI DOHC,10-Speed Automatic,Rear-wheel Drive,Gasoline,,Oxford White,Ebony,0.0,1.0,0.0,Russ Milne Ford,4.5,5.0,5.0,,39995.0
Kia,Soul sport,2010,134671.0,"2L I-4 DOHC, variable valve control, engine with 142HP",Manual,Front-wheel Drive,Gasoline,24-30,Titanium,Red/Black,1.0,0.0,1.0,Best Choice Auto Sales,,4.6,98.0,,6690.0
Cadillac,CT6 3.0L Twin Turbo Premium Luxury,2018,59477.0,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,18-26,Crystal White Tri-Coat,Black,0.0,0.0,1.0,Fuccillo Hyundai of Watertown,,4.9,35.0,500.0,37500.0
BMW,M240 i,2023,6000.0,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Rear-wheel Drive,Gasoline,,Gray,Beige,,,,,,,0.0,,55000.0
Porsche,911 Turbo Cabriolet,2009,29231.0,3.6L H6 24V MPFI DOHC Twin Turbo,6-Speed Manual,All-wheel Drive,Gasoline,15-24,Lava / Gray,Black,0.0,0.0,1.0,Grand Prix Motors,,4.8,42.0,,124900.0
Ford,Escape SE,2016,114586.0,2.5L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,23-32,Deep Impact Blue,Charcoal Black,0.0,0.0,1.0,Lake Ford,4.4,4.6,265.0,200.0,12797.0
Chevrolet,Spark 1LT,2018,78544.0,1.4L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,30-38,SPLASH,Jet Black,0.0,0.0,1.0,Bob Bell Chevrolet,4.0,4.6,41.0,244.0,13085.0
Lexus,NX 300 F Sport,2020,33651.0,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,FWD,Gasoline,22-28,White,Black,0.0,1.0,0.0,CarMax Boynton Beach - Offering Express Pickup and Home Delivery,,4.8,39.0,2000.0,34998.0
INFINITI,Q50 2.0t PURE,2018,34839.0,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic,Rear-wheel Drive,Gasoline,23-30,Pure White,Graphite,0.0,0.0,1.0,Murray Ford Superstore,4.8,4.6,80.0,,23490.0
Ford,F-350 Lariat Super Duty,2019,96239.0,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel,,Black,,0.0,1.0,0.0,Shetler-Corley Motors,,4.7,48.0,1000.0,54900.0
GMC,Yukon XL Denali,2021,29054.0,6.2L V8 16V GDI OHV,10-Speed Automatic,Four-wheel Drive,Gasoline,14-19,White,Dark Walnut,0.0,1.0,1.0,Kendall Chevrolet GMC of Eugene,3.9,4.9,3.0,,80991.0
Jeep,Gladiator Sport,2022,6088.0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Four-wheel Drive,Gasoline,16-23,Hydro Blue Pearlcoat,Black,0.0,1.0,1.0,"Licari Motor Car, Inc.",5.0,4.9,8.0,2000.0,54995.0
Toyota,4Runner SR5,2022,22333.0,4.0L,5 Speed Elect Controlled Auto Transmission,,Gasoline,,MIDNIGHT BLACK METALLIC,FB22,0.0,0.0,0.0,Summit Toyota of Akron,4.7,4.9,6.0,100.0,41650.0
Mercedes-Benz,C-Class C 300,2021,50745.0,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Rear-wheel Drive,Gasoline,23-35,Black,Black,0.0,1.0,1.0,Texas Cars Direct,4.7,5.0,4.0,,33980.0
Toyota,Sequoia Capstone,2023,29.0,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,Four-wheel Drive,Hybrid,,Celestial Silver Metallic,Black / White,0.0,0.0,1.0,Beaver Toyota Cumming,4.6,4.3,5.0,1500.0,100000.0
Lincoln,MKC Select,2017,55000.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,All-wheel Drive,Gasoline,19-25,Tan,Gray,1.0,0.0,1.0,Greg's Auto Sales,5.0,4.8,136.0,,22995.0
Volkswagen,CC R-Line,2012,70766.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Manual,Front-wheel Drive,Gasoline,21-31,Black,Black,0.0,0.0,1.0,Dado Motors LLC,,4.6,90.0,,14995.0
Volkswagen,Tiguan 2.0T SE,2021,45004.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-27,Platinum Gray Metallic,Black,1.0,0.0,0.0,Michael's Auto Sales,3.1,4.7,16.0,,26999.0
Chevrolet,Malibu 1LT,2016,78394.0,1.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,27-37,Summit White,Jet Black,1.0,0.0,1.0,Bob Caldwell Chrysler Jeep Dodge RAM,4.6,4.4,185.0,944.0,18027.0
Lexus,RX 350 Base,2013,92543.0,"3.5L V-6 DOHC, VVT-i variable valve control, engine with 270HP",Automatic,Front-wheel Drive,Gasoline,18-25,BLACK,Black,0.0,0.0,0.0,Global Motors VIP,3.8,4.7,118.0,,20500.0
Nissan,Rogue SV,2020,79017.0,2.5L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,26-33,Magnetic Black Pearl,Charcoal,0.0,0.0,0.0,Northside Imports Houston,4.4,4.8,136.0,,20608.0
Chevrolet,Corvette Base,2002,72256.0,5.7L V8 16V MPFI OHV,4-Speed Automatic,Rear-wheel Drive,Gasoline,,Black,Black,0.0,0.0,1.0,Woodfield Lexus,4.8,4.7,66.0,1200.0,22995.0
GMC,Sierra 1500 Denali,2022,7705.0,"EcoTec3 5.3L V-8 gasoline direct injection, variable valve contr",10-Speed Automatic,Four-wheel Drive,Gasoline,15-26,Onyx Black,Black,0.0,0.0,0.0,"Lenz Truck - Fond du Lac, WI",4.4,5.0,2.0,,61495.0
Land Rover,Discovery Sport SE,2019,42279.0,I4,Automatic,Four-wheel Drive,Gasoline,21-25,Narvik Black,Ebony,0.0,1.0,1.0,Kingstowne Motorcars,4.4,4.7,15.0,500.0,24495.0
Chevrolet,City Express 1LS,2015,159363.0,2.0L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,24-26,White,Black,1.0,0.0,0.0,Wholesale Motors,4.2,3.7,10.0,,18129.0
Cadillac,Escalade Premium,2013,59984.0,6.2L V8 16V MPFI OHV,6-Speed Automatic,Rear-wheel Drive,Gasoline,14-18,Black,Cashmere / Cocoa,0.0,0.0,1.0,"Cars Of Tampa, Inc",3.9,4.7,23.0,,29995.0
Subaru,XV Crosstrek 2.0i Premium,2014,101174.0,2.0L H4 16V MPFI DOHC,Automatic CVT,All-wheel Drive,Gasoline,25-33,Crystal Black Silica,Taupe,0.0,0.0,1.0,Ron Motor Inc.,,4.4,58.0,1300.0,13200.0
Ford,F-250 XLT,2021,58391.0,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,Four-wheel Drive,Diesel,,Oxford White,Medium Earth Gray,1.0,1.0,0.0,Auffenberg Ford Belleville,4.3,4.5,20.0,493.0,54505.0
Chevrolet,Silverado 2500 LTZ,2018,105212.0,6.0L V8 16V MPFI OHV Flexible Fuel,6-Speed Automatic,Four-wheel Drive,E85 Flex Fuel,,Summit White,Cocoa / Dune,0.0,1.0,0.0,Ozark Chevrolet,4.4,4.6,39.0,1000.0,40700.0
Porsche,911 Carrera,2020,8974.0,"3L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v",Automatic,Rear-wheel Drive,Gasoline,18-24,Carmine Red,Mojave Beige/B,0.0,1.0,1.0,Countryside Chevrolet,,4.7,12.0,,129995.0
Honda,CR-V Touring,2018,42052.0,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,All-wheel Drive,Gasoline,27-33,Modern Steel Metallic,Black,0.0,1.0,1.0,Luther Hopkins Honda,4.9,4.7,1025.0,500.0,29595.0
Toyota,Tundra Limited,2019,45047.0,5.7L V8 32V MPFI DOHC,6-Speed Automatic,Four-wheel Drive,Gasoline,13-17,Smoked Mesquite,Black,0.0,1.0,1.0,Sonia's Auto Sales,3.3,4.8,128.0,4000.0,45998.0
Chevrolet,Express 1500 Work Van,2012,144507.0,4.3L V6 12V MPFI OHV,4-Speed Automatic,Rear-wheel Drive,Gasoline,,Summit White,Medium Pewter,1.0,1.0,0.0,Century Auto Sport,,4.8,4.0,1000.0,14995.0
Volkswagen,Tiguan 2.0T S,2020,35418.0,,8-Speed Automatic,,,,Pyrite Silver Metallic,Titan Black Cloth,1.0,1.0,1.0,Neftin Volkswagen,,4.7,59.0,,24708.0
Ford,Expedition Max XLT,2021,24789.0,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Rear-wheel Drive,Gasoline,17-23,Magnetic Metallic,Ebony,0.0,1.0,1.0,AutoNation Ford Brooksville,4.7,,0.0,7211.0,47312.0
Hyundai,Elantra SEL,2021,61362.0,2.0L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,31-41,Calypso Red,Black,0.0,1.0,0.0,CARite of North Orlando,,4.8,33.0,300.0,18997.0
GMC,Sierra 1500 Base,2017,69000.0,5.3L V8 16V GDI OHV,6-Speed Automatic,Four-wheel Drive,Gasoline,17-22,Black,Charcoal,0.0,1.0,0.0,R21 Motorsports,3.4,4.6,190.0,2495.0,29500.0
Hyundai,Accent SE,2017,61722.0,4 Cylinder,Automatic,Front-wheel Drive,Gasoline,26-36,Pacific Blue,Black,0.0,0.0,0.0,JRS Auto Sales,5.0,4.6,163.0,,14499.0
Kia,Sportage SX Turbo,2019,38047.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,All-wheel Drive,Gasoline,20-23,Hyper Red,,0.0,0.0,1.0,Renn Kirby Mitsubishi,4.4,4.7,142.0,,26795.0
RAM,2500 Laramie,2016,90750.0,6.4L V8 16V MPFI OHV,6-Speed Automatic,Four-wheel Drive,Gasoline,,Silver,Black,1.0,0.0,1.0,TX Auto Group,4.5,4.5,81.0,,38995.0
Chevrolet,Traverse LT Leather,2019,75702.0,3.6L V6 24V GDI DOHC,9-Speed Automatic,Front-wheel Drive,Gasoline,18-27,Summit White,Jet Black,0.0,0.0,1.0,Peltier Nissan,2.6,4.7,205.0,,29311.0
Mercedes-Benz,GLK-Class GLK 350 4MATIC,2015,78106.0,3.5L V6 24V GDI DOHC,7-Speed Automatic,All-wheel Drive,Gasoline,18-25,Blue,,1.0,0.0,1.0,Bergey's Lincoln,4.5,4.7,75.0,,17890.0
Nissan,Rogue SL,2021,58974.0,2.5L I4 16V GDI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,26-34,White,Charcoal,0.0,1.0,1.0,Greenway Honda of Florence,4.4,4.6,102.0,745.0,31941.0
Cadillac,SRX Premium Collection,2015,88484.0,3.6L V6 24V GDI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline,16-23,Black Raven,,0.0,0.0,1.0,Stykemain Buick GMC,4.6,4.7,112.0,,20000.0
GMC,Canyon SLE,2019,30497.0,3.6L V6 24V GDI DOHC,Automatic,Four-wheel Drive,Gasoline,17-24,Black,,0.0,0.0,0.0,Paradise Automotive Group,,4.5,52.0,400.0,35585.0
Mercedes-Benz,S-Class S 450,2020,28356.0,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,Rear-wheel Drive,Gasoline,19-28,Black,Black,0.0,1.0,1.0,Mercedes-Benz of Sugar Land,3.8,4.9,7.0,,66989.0
Hyundai,Tucson SE,2020,38138.0,"Nu 2L I-4 gasoline direct injection, DOHC, D-CVVT variable valve",Automatic,Front-wheel Drive,Gasoline,23-28,Not Specified,Black,0.0,1.0,1.0,Big Hanks Auto Sales,,4.7,172.0,,19500.0
Ford,Edge SEL,2017,64780.0,3.5L V6 24V MPFI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline,20-27,Blue,Ebony,0.0,1.0,0.0,Bachrodt Baraboo Motors,4.8,4.7,293.0,158.0,21742.0
GMC,Yukon Denali,2021,49653.0,6.2L V8 16V GDI OHV,10-Speed Automatic,Four-wheel Drive,Gasoline,14-19,Onyx Black,Teak,0.0,0.0,1.0,Landers Kia,2.6,4.1,26.0,1000.0,69000.0
Chevrolet,Express 2500 Work Van,2019,27207.0,6.0L V8 16V MPFI OHV,6-Speed Automatic,Rear-wheel Drive,Gasoline,,Bronze Mist,Medium Pewter,0.0,0.0,0.0,Laria Chevrolet Buick,3.9,5.0,1.0,445.0,57550.0
Chrysler,Town & Country S,2016,76735.0,3.6L V6 24V MPFI DOHC Flexible Fuel,Automatic,Front-wheel Drive,E85 Flex Fuel,17-25,Silver,Black,1.0,0.0,0.0,Tacony Imports Auto Sales,,4.7,113.0,,15491.0
Honda,Ridgeline Sport,2019,43476.0,"3.5L V-6 gasoline direct injection, i-VTEC variable valve contro",6-Speed Automatic,All-wheel Drive,Gasoline,18-25,Black,Black,0.0,0.0,1.0,Skyway Honda Of Enid,,4.8,169.0,,31290.0
Audi,e-tron Sportback S line Premium,2022,9129.0,Electric,Automatic,All-wheel Drive,Electric,,Plasma Blue Metallic,Black,0.0,1.0,1.0,BMW of the Main Line,3.9,,0.0,480.0,59995.0
RAM,3500 SLT,2018,95498.0,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel,,Bright White Clearcoat,Black,0.0,0.0,0.0,Parks Motor Sales Inc,3.7,4.7,61.0,,46900.0
Chrysler,200 Limited,2016,79810.0,2.4L I4 16V MPFI SOHC,9-Speed Automatic,Front-wheel Drive,Gasoline,23-36,Billet Silver Metallic Clearcoat,Black,0.0,0.0,1.0,Silveira Chevrolet,,4.4,140.0,1000.0,13494.0
BMW,750 i xDrive,2020,37276.0,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,17-25,Azurite Black Metallic,Smoke White,0.0,1.0,1.0,Automax Atlanta,4.0,5.0,3.0,,57988.0
Buick,LeSabre Limited,2000,132587.0,3.8L V6 12V MPFI OHV,4-Speed Automatic,Front-wheel Drive,Gasoline,19-30,Bright White Clearcoat,Taupe,0.0,0.0,1.0,Nikles of Petersburg,,4.4,37.0,,5900.0
RAM,1500 Classic Tradesman,2019,42284.0,3.0L V6 24V DDI DOHC Turbo Diesel,8-Speed Automatic,Four-wheel Drive,Diesel,15-21,Granite Crystal Clearcoat Metallic,Black,0.0,1.0,0.0,Legacy Chrysler Dodge Jeep Ram,,4.7,143.0,100.0,33208.0
Chevrolet,Malibu LT,2021,64890.0,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,Front-wheel Drive,Gasoline,29-36,Shadow Gray Metallic,Jet Black,1.0,1.0,0.0,McGrath City Mazda,4.4,4.9,8.0,500.0,18995.0
Toyota,Tundra SR,2019,61270.0,4.6L,6 Speed Elect Controled  Auto Transmission w/ Inte,,Gasoline,,ICE CAP,FA13,1.0,1.0,0.0,Billion Toyota,1.5,4.8,128.0,,35975.0
Nissan,Rogue SV,2021,40589.0,2.5L I4 16V GDI DOHC,Automatic CVT,All-wheel Drive,Gasoline,25-32,Caspian Blue,Charcoal,0.0,1.0,1.0,Bruce Bennett Infiniti of Danbury,,4.6,102.0,245.0,25390.0
Volkswagen,Golf 1.4T TSI,2020,19982.0,1.4L I4 16V GDI DOHC Turbo,8-Speed Automatic,Front-wheel Drive,Gasoline,29-35,Pure White,Beige,0.0,1.0,0.0,Simmons-Rockwell Hyundai,,3.7,3.0,,22999.0
Chrysler,Pacifica Hybrid Limited,2021,14052.0,3.6L V6 24V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid,,Brilliant Black Crystal Pearlcoat,Black,0.0,0.0,1.0,Westgate Chrysler Jeep Dodge Ram,3.3,4.1,18.0,,44867.0
Mercedes-Benz,Maybach S 650,2019,48883.0,,,,Gasoline,,Obsidian Black Metallic,Black Exclusive Leather,0.0,1.0,0.0,Envision Mercedes-Benz of West Covina,1.5,5.0,1.0,,119211.0
Honda,Accord Crosstour EX-L,2010,136253.0,3.5L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline,18-27,Gray,Black,1.0,0.0,1.0,South 63 Motors,,4.7,63.0,,12900.0
Chevrolet,Traverse RS,2022,13983.0,3.6L V6 24V GDI DOHC,9-Speed Automatic,All-wheel Drive,Gasoline,,Iridescent Pearl Tricoat,Jet Black / Spice Red,0.0,1.0,1.0,Elm Chevrolet,4.0,2.9,4.0,,42999.0
Ford,F-350 Lariat Super Duty,2015,102155.0,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel,,Ingot Silver Metallic,Black,0.0,1.0,0.0,Peterson Auto Group,4.6,4.5,36.0,500.0,43995.0
Porsche,718 Boxster Base,2019,12274.0,2.0L H4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Rear-wheel Drive,Gasoline,21-28,White,Black,0.0,1.0,1.0,Porsche Englewood,4.2,4.9,9.0,,66488.0
Ford,E350 Super Duty XLT,2012,77000.0,5.4L V8 16V MPFI SOHC Flexible Fuel,Automatic,Rear-wheel Drive,E85 Flex Fuel,11-15,Oxford White,Medium Pebble,1.0,0.0,0.0,Jeff Kies Auto Sales,,4.4,4.0,,19900.0
RAM,1500 Classic Warlock,2019,33800.0,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Four-wheel Drive,E85 Flex Fuel,16-23,Bright White Clearcoat,Black,0.0,1.0,1.0,David Chevrolet Buick,4.8,4.7,143.0,476.0,28887.0
Nissan,Murano SV,2021,63966.0,3.5L V6 24V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,20-28,Brilliant Silver Metallic,Graphite,1.0,1.0,0.0,Rountree Moore Nissan,4.6,4.8,21.0,2046.0,23819.0
Hyundai,Tucson Hybrid Blue,2022,81712.0,1.6L I4 16V GDI DOHC Turbo Hybrid,6-Speed Automatic,All-wheel Drive,Hybrid,38-38,Quartz White,Black,1.0,1.0,1.0,Murdock Hyundai of Logan,4.4,4.8,11.0,518.0,26922.0
Acura,RDX Base,2008,145072.0,2.3L,5-SPEED A/T,Four-wheel Drive,Gasoline,17-22,Brown,Black,1.0,0.0,1.0,VP Auto,,4.3,29.0,,7999.0
Dodge,Durango SXT,2021,21201.0,"Pentastar 3.6L V-6 DOHC, variable valve control, engine with 293",8-Speed Automatic,All-wheel Drive,Gasoline,18-25,Granite Clearcoat,Black,1.0,1.0,0.0,Cronin Hillsdale Chrysler Dodge Jeep Ram,,4.7,28.0,200.0,32297.0
Mazda,CX-5 Carbon Edition Turbo,2021,17000.0,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,All-wheel Drive,Gasoline,,Gray,Red,,,,,,4.8,89.0,,32500.0
Mercedes-Benz,A-Class A 220 4MATIC,2022,2833.0,,,,Gasoline,,Cosmos Black Metallic,Macchiato Beige,0.0,1.0,0.0,The Mercedes-Benz Center at Keeler Motor Car Company,5.0,4.6,1.0,,39900.0
Jeep,Cherokee Limited,2019,26906.0,3.2L V6 24V MPFI DOHC,9-Speed Automatic,Four-wheel Drive,Gasoline,19-27,White,Black,0.0,1.0,1.0,Planet Chrysler Jeep Dodge RAM,4.6,4.6,573.0,,28997.0
Subaru,Outback 3.6R Limited,2019,16519.0,3.6L H6 24V MPFI DOHC,Automatic CVT,All-wheel Drive,Gasoline,20-27,White,Ivory,0.0,1.0,1.0,CarMax Jackson (MS) - Offering Express Pickup and Home Delivery,,4.7,264.0,,32998.0
INFINITI,QX60 Luxe,2020,18980.0,3.5L V6 24V GDI DOHC,Automatic CVT,All-wheel Drive,Gasoline,19-26,Deep Bordeaux,Graphite,0.0,1.0,1.0,Caribbean Auto Sales,4.1,4.8,39.0,2805.0,33995.0
Ford,Expedition Max Limited,2021,49640.0,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Rear-wheel Drive,Gasoline,17-23,Burgundy Velvet Metallic Tinted Clearcoat,Medium Stone,0.0,1.0,0.0,Westway Ford,3.2,,0.0,,44453.0
Chevrolet,Malibu LT,2018,88789.0,1.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,27-36,Silver,Black,1.0,1.0,0.0,Direct Auto Sales,3.8,4.5,212.0,,16900.0
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2019,55569.0,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,AWD,Gasoline,16-22,Black,Red Pepper,0.0,0.0,0.0,Summit Auto Center,,3.9,3.0,,49950.0
Acura,RDX Advance Package,2020,26395.0,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,All-wheel Drive,Gasoline,21-27,Majestic Black Pearl,Espresso,0.0,1.0,1.0,Cain BMW,5.0,4.6,97.0,1700.0,37800.0
GMC,Yukon XL Denali,2016,84576.0,6.2L V8 16V GDI OHV,8-Speed Automatic,Four-wheel Drive,Gasoline,14-20,Black,Black,,,,CarMax Parker - Offering Express Pickup and Home Delivery,,4.7,26.0,2000.0,39998.0
BMW,540 i,2019,29612.0,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,21-29,Black Sapphire Metallic,Black,1.0,1.0,0.0,Westcoast Auto Sales,4.9,4.9,17.0,758.0,36372.0
Toyota,RAV4 XLE,2021,14026.0,Regular Unleaded I-4 2.5 L/152,Automatic,All-wheel Drive,Gasoline,27-33,Magnetic Gray Metallic,Black,0.0,1.0,1.0,Del Toyota,4.8,4.8,105.0,,34990.0
Hyundai,Santa Fe SE 2.4,2020,65932.0,"Theta II 2.4L I-4 gasoline direct injection, DOHC, D-CVVT variab",Automatic,Front-wheel Drive,Gasoline,22-29,Rainforest,Black/Black,1.0,1.0,1.0,Bluebonnet Ford,,4.8,207.0,,21995.0
Kia,Seltos EX,2021,20058.0,2.0L I4 16V MPFI DOHC,Automatic CVT,All-wheel Drive,Gasoline,27-31,Cherry Black,Black,0.0,0.0,1.0,Folsom Lake Hyundai,4.3,4.7,118.0,,27983.0
Dodge,Charger R/T,2021,6065.0,5.7L V8 16V MPFI OHV,8-Speed Automatic,Rear-wheel Drive,Gasoline,16-25,Smoke Show,Black,0.0,0.0,1.0,Andy Mohr Kia,4.8,4.9,23.0,645.0,38996.0
Ford,Fusion SE,2020,23703.0,1.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,23-34,Rapid Red Metallic Tinted Clearcoat,Ebony,0.0,1.0,1.0,Golf Mill Ford,4.8,4.8,73.0,114.0,23998.0
Mercedes-Benz,AMG E 53 Base 4MATIC,2023,394.0,3.0L I6 24V GDI DOHC Turbo,9-Speed Automatic,All-wheel Drive,Gasoline,,MANUFAKTUR Selenite Gray Magno,Black,0.0,1.0,1.0,Mercedes-Benz of Wilsonville,4.0,,0.0,,93000.0
